id,sellValue,buyValue,sellDay,buyDay
3952,182,100111,377,2188
3953,240,100104,1219,2215
3954,129,100120,2277,3335
3955,202,100090,246,1517
3956,125,100094,4900,5567
3957,129,100124,1069,1780
3958,156,100097,4578,4645
3959,131,100118,5430,7333
3960,180,100124,4559,7467
3961,148,100109,4617,5546
3962,137,100116,288,4488
3963,237,100122,81,662
3964,147,100102,1355,3553
3965,184,100069,1362,1435
3966,153,100100,2341,3054
3967,130,100122,2747,7717
3968,164,100103,3652,4336
3969,125,100106,6033,8885
3970,185,100099,2512,3223
3971,147,100124,2662,6505
3972,187,100096,1328,1767
3973,125,100108,599,3517
3974,144,100113,1629,2626
3975,125,100112,170,5601
3976,125,100103,4666,8401
3977,135,100123,1898,5909
3978,133,99890,682,866
3979,134,100124,1097,5388
3980,139,100116,935,5031
3981,149,100073,4025,4572
3982,125,100086,5692,8036
3983,125,100118,3074,7266
3984,152,100106,403,631
3985,148,100060,566,883
3986,126,100105,6538,7606
3987,132,100009,2331,3065
3988,222,99941,1012,1487
3989,156,100117,5618,6204
3990,139,100124,4817,8174
3991,132,100124,3570,4169
3992,126,99965,696,958
3993,145,100082,803,2466
3994,135,100122,1551,2039
3995,127,100118,98,2829
3996,155,100093,661,2965
3997,128,100117,2344,3630
3998,125,100109,2426,7629
3999,150,100123,1163,1625
4000,133,100123,7,7518
4001,127,100119,364,808
4002,136,100108,1382,3373
4003,135,100112,3991,6960
4004,134,100095,1008,3790
4005,187,100032,647,814
4006,130,100119,4766,5471
4007,163,100111,872,4684
4008,131,100078,4870,5892
4009,133,100119,1930,9409
4010,154,100094,939,2520
4011,129,100066,1282,1794
4012,139,100117,3270,9065
4013,126,99971,896,1356
4014,182,100099,460,2231
4015,181,99840,711,810
4016,460,100077,25,151
4017,181,100064,350,2236
4018,225,100115,1913,4270
4019,137,100112,7315,8410
4020,183,100090,1545,2191
4021,185,100041,1986,3582
4022,127,100121,420,7389
4023,125,100113,7884,9793
4024,166,100112,460,2123
4025,127,100113,276,2057
4026,130,100022,2768,2972
4027,141,100109,666,6881
4028,134,100124,2762,5065
4029,181,100113,2677,3331
4030,129,100105,2386,2550
4031,139,100121,214,2394
4032,298,100117,410,414
4033,144,100113,1183,4086
4034,163,100123,1431,1611
4035,174,100096,4393,5010
4036,131,100110,1482,5890
4037,138,100118,1588,9879
4038,138,100118,1423,1702
4039,125,100112,4102,4234
4040,125,100124,2257,5648
4041,184,100122,1666,4380
4042,127,100120,2200,6890
4043,126,100084,2678,2944
4044,168,100120,3587,5638
4045,180,100104,2396,4236
4046,134,100115,5478,6723
4047,149,100121,1574,1837
4048,149,100109,5481,6741
4049,154,100124,4602,4854
4050,143,100120,3406,6047
4051,126,100118,2081,8470
4052,181,100098,2264,2827
4053,192,100101,1559,3694
4054,182,100120,2318,2403
4055,126,100103,707,1551
4056,129,100118,2436,6240
4057,125,100105,3624,8285
4058,177,100108,174,657
4059,145,100121,727,1536
4060,166,100124,573,1675
4061,144,100117,3341,3552
4062,170,100124,1522,3917
4063,126,99999,3886,3949
4064,125,100112,3502,3655
4065,158,100083,4414,4635
4066,128,100120,3606,3936
4067,141,100059,323,3817
4068,125,100118,1095,4809
4069,129,100089,4553,5094
4070,126,100123,6103,6644
4071,147,100118,3146,3707
4072,190,100073,1935,3447
4073,139,100122,1307,4139
4074,136,100112,7062,8587
4075,127,100092,207,3700
4076,559,99923,132,214
4077,127,100112,3423,7674
4078,164,100104,1539,2186
4079,131,100075,1957,2887
4080,146,100110,3825,3845
4081,170,100113,5111,5363
4082,179,100122,1491,2402
4083,436,100098,414,598
4084,138,100038,2331,2551
4085,132,100111,3382,5287
4086,135,100051,5341,5621
4087,156,100094,1566,2719
4088,134,100118,1754,4472
4089,129,100113,4402,6845
4090,134,100103,2204,6547
4091,156,100110,1599,1763
4092,184,100097,2884,3785
4093,135,100085,480,7271
4094,136,100098,5531,8296
4095,130,100080,2448,4201
4096,157,100060,977,1356
4097,133,100102,2576,5698
4098,173,100051,5481,6317
4099,151,100122,603,3859
4100,174,100071,453,1864
4101,131,100123,4597,6293
4102,193,100122,398,551
4103,178,99966,1821,2524
4104,150,100104,537,1011
4105,132,100123,1653,2485
4106,130,100105,1802,4494
4107,127,100118,4388,8202
4108,149,100110,2544,2934
4109,132,100124,1458,2954
4110,134,100122,825,5862
4111,150,100120,739,1180
4112,135,100085,2147,3330
4113,133,100101,4342,4478
4114,135,100096,4561,7387
4115,141,100080,2747,4077
4116,141,100100,123,690
4117,130,100105,35,2912
4118,233,100077,1308,1598
4119,161,100118,2730,2962
4120,136,100092,2529,4081
4121,141,100063,2718,5705
4122,131,100071,2396,3190
4123,151,100099,6283,6513
4124,173,100091,3346,4253
4125,179,100124,2416,7326
4126,147,100121,547,708
4127,167,100094,706,2704
4128,127,100124,5365,6872
4129,146,100099,339,1117
4130,198,100120,4895,7631
4131,127,100096,1447,10784
4132,127,100106,6055,6285
4133,130,100115,4804,6595
4134,152,100113,1768,3647
4135,125,100114,2976,4667
4136,608,100056,532,901
4137,128,100122,1406,5938
4138,131,100109,1106,8662
4139,163,100097,400,1250
4140,150,100110,626,1172
4141,138,100109,4202,5683
4142,130,100092,2796,4363
4143,132,100109,3332,3640
4144,218,100122,2220,3440
4145,127,100118,73,4423
4146,152,100104,907,909
4147,457,100109,40,741
4148,138,100123,3471,6513
4149,162,100109,3216,9880
4150,142,100123,4928,9080
4151,130,100096,1658,2763
4152,130,100105,6913,8132
4153,322,100047,1034,1830
4154,134,100103,2648,2706
4155,146,100074,5546,5874
4156,220,100057,140,935
4157,145,100110,806,2516
4158,133,100120,738,2794
4159,147,100105,264,701
4160,133,100122,460,8079
4161,132,100121,699,965
4162,149,100117,1871,2172
4163,236,100105,1889,2157
4164,129,100121,3221,6240
4165,192,100085,836,1533
4166,125,100118,3003,3226
4167,164,99954,2031,3177
4168,147,100121,1581,3860
4169,145,100115,1526,4591
4170,130,100112,4152,6836
4171,179,99789,408,1296
4172,129,100087,1652,2533
4173,182,100092,95,2052
4174,150,100115,2266,5217
4175,125,100063,790,3135
4176,129,100121,4118,4349
4177,131,100104,7830,9648
4178,182,100119,183,856
4179,201,100121,1460,1587
4180,141,100097,6509,8828
4181,335,100071,106,303
4182,139,100095,202,1249
4183,206,99978,591,1434
4184,196,100088,32,614
4185,154,100089,2086,3368
4186,144,100014,6436,8111
4187,171,100058,1386,1571
4188,143,100113,6629,7236
4189,130,100085,3677,4349
4190,137,100098,3786,3830
4191,129,100077,569,2951
4192,135,100123,4200,5354
4193,181,100016,1228,1262
4194,130,100062,310,5333
4195,137,100122,176,4612
4196,129,100106,1044,2701
4197,132,100123,6954,8563
4198,189,100061,318,802
4199,126,100071,2110,4451
4200,135,100086,2930,3883
4201,130,100124,500,640
4202,167,100093,1996,1997
4203,212,100062,11,154
4204,163,100117,1347,3837
4205,159,100117,2349,7909
4206,205,100112,737,1315
4207,173,100049,2824,3588
4208,152,100119,6541,7155
4209,160,100098,2132,3057
4210,188,100099,1267,5375
4211,128,100018,1848,2393
4212,156,99931,838,1170
4213,138,100117,2753,7441
4214,131,100118,911,1102
4215,136,100123,5487,7089
4216,129,100124,1760,4436
4217,136,100104,1646,6432
4218,188,100098,320,949
4219,374,100117,576,761
4220,206,100109,1814,2970
4221,412,99990,386,963
4222,181,100122,4936,5780
4223,345,100026,449,563
4224,169,100089,3382,3512
4225,145,100116,1379,1903
4226,132,100122,1175,2267
4227,127,100108,77,550
4228,371,100120,836,934
4229,261,100112,2616,2990
4230,128,100069,1031,5491
4231,333,100118,720,1497
4232,302,100030,572,1630
4233,144,100099,3096,3184
4234,128,100120,1530,2563
4235,150,100027,603,1206
4236,144,100105,3504,6063
4237,149,100114,1287,2108
4238,149,100112,2773,2905
4239,127,100124,1455,3664
4240,175,100121,279,1333
4241,226,100083,798,1543
4242,169,100111,191,372
4243,137,100121,781,898
4244,129,100113,3382,3910
4245,146,100119,1156,4897
4246,126,100115,9519,10357
4247,130,100102,2650,5473
4248,220,100041,515,827
4249,155,100064,129,1172
4250,125,100036,1672,4401
4251,133,100094,3172,4372
4252,148,100065,944,2879
4253,145,100117,694,6060
4254,154,100124,2179,4932
4255,144,100086,540,1992
4256,128,100115,6204,6532
4257,144,100075,4839,9277
4258,165,100056,366,3030
4259,155,100118,5175,8182
4260,185,99970,1281,1552
4261,166,100082,4991,5139
4262,129,99997,1727,3103
4263,172,100102,5249,5386
4264,158,100108,5314,6942
4265,147,100121,674,781
4266,149,100092,5149,5171
4267,141,99834,1360,1754
4268,254,100118,472,792
4269,136,100082,5173,5853
4270,144,100112,1154,7563
4271,168,100092,2127,3334
4272,207,100064,1913,2516
4273,141,100119,3273,4330
4274,130,100097,1052,5298
4275,142,100111,950,9439
4276,157,100123,1945,7894
4277,213,99992,936,1746
4278,135,100090,3901,8082
4279,127,100071,5260,6911
4280,127,100118,4080,6629
4281,172,100089,912,3663
4282,169,100112,4570,4675
4283,125,100117,6298,6612
4284,140,100089,6869,7253
4285,131,100101,3288,3834
4286,170,100110,247,2178
4287,139,100109,3397,4961
4288,181,100074,970,2918
4289,125,100056,255,436
4290,174,100122,3571,5947
4291,131,100084,3373,8795
4292,142,100065,2310,2457
4293,133,100120,1649,1862
4294,129,100083,1138,2403
4295,204,100082,101,346
4296,157,100011,593,682
4297,142,100103,2192,4158
4298,130,100083,5582,6666
4299,125,100116,5388,6433
4300,139,100111,3866,5061
4301,224,100099,110,1137
4302,130,100090,1281,2380
4303,130,100118,1802,7020
4304,131,100121,1956,7375
4305,149,100092,4640,6792
4306,136,100117,2333,2841
4307,163,100098,2056,5739
4308,181,100017,469,1690
4309,149,100102,1215,4348
4310,175,100093,1252,1290
4311,149,100093,29,300
4312,133,100076,349,8201
4313,150,100121,168,3610
4314,130,100123,1346,5824
4315,127,100118,2229,2882
4316,125,100113,3348,7291
4317,222,100007,927,1838
4318,155,100026,1221,1279
4319,146,100091,1230,2777
4320,229,99990,1731,2037
4321,125,100097,537,2210
4322,136,100111,1761,3926
4323,130,100111,3979,6023
4324,143,100073,1009,1130
4325,138,100102,395,520
4326,145,100070,3860,5020
4327,134,100110,3328,3794
4328,146,100103,1181,3247
4329,137,100122,1196,5151
4330,125,100078,3566,5449
4331,202,100082,219,2720
4332,205,100098,417,2294
4333,152,100036,609,985
4334,136,100117,6194,6781
4335,152,100080,5034,5202
4336,142,100122,2285,7284
4337,239,100124,111,980
4338,129,100082,189,469
4339,149,100123,4037,6271
4340,128,100123,2401,2536
4341,152,100099,1645,3763
4342,136,100123,6613,8641
4343,188,100123,52,2355
4344,162,100048,4189,4448
4345,130,100123,704,3945
4346,157,100022,1892,2127
4347,181,100120,1751,2253
4348,136,100088,677,2216
4349,139,100086,2982,4058
4350,144,100098,3741,4609
4351,162,100100,347,947
4352,131,100116,2065,5069
4353,204,100078,73,486
4354,140,100106,3123,5198
4355,132,100120,4918,6005
4356,146,100114,2554,4395
4357,167,100050,873,5410
4358,127,100118,1421,3330
4359,183,100079,2697,3095
4360,130,100116,3417,5411
4361,137,100113,2431,3354
4362,127,100097,3755,7166
4363,444,100092,574,578
4364,126,100111,5634,10276
4365,140,100097,5554,5770
4366,159,100115,3360,4112
4367,144,100105,2517,7045
4368,130,100121,63,5146
4369,150,100052,3855,4320
4370,203,100048,3874,5405
4371,252,99990,325,740
4372,143,100109,1643,2002
4373,127,100024,851,3749
4374,141,100118,501,3497
4375,154,100123,611,4466
4376,127,100115,3159,4671
4377,273,100070,58,577
4378,133,100116,1422,4870
4379,144,100093,727,2563
4380,181,100083,397,2267
4381,181,100087,1082,1615
4382,138,100103,2143,4065
4383,192,100124,747,5643
4384,129,100110,2446,2853
4385,133,100082,3656,6475
4386,128,100116,548,2204
4387,148,100080,3141,3681
4388,134,100105,2311,2463
4389,149,100117,1405,1417
4390,138,99942,1285,2067
4391,161,100117,292,3234
4392,130,100116,2655,2698
4393,125,100062,3324,3641
4394,142,100034,1077,1399
4395,134,100095,4657,7526
4396,139,100122,551,1259
4397,166,100065,3955,4076
4398,131,100118,168,2761
4399,126,100119,424,9889
4400,127,100084,1219,2661
4401,166,100113,247,420
4402,142,100092,3860,4088
4403,226,100120,44,1182
4404,130,100113,4075,8537
4405,146,100114,393,7837
4406,205,100114,394,689
4407,193,100122,188,268
4408,125,100097,3553,4523
4409,140,100095,5977,6365
4410,129,100111,2583,4460
4411,169,100119,52,3971
4412,131,100119,1238,1900
4413,146,100124,1448,4829
4414,239,100114,479,769
4415,155,100089,443,1491
4416,140,100041,2424,3935
4417,176,100085,2183,4379
4418,137,100105,615,4841
4419,134,100113,5694,6739
4420,209,100109,273,3615
4421,137,100083,469,809
4422,374,100122,250,797
4423,134,100115,1330,5389
4424,129,100112,2197,2237
4425,138,100110,4464,6613
4426,125,100116,2082,3339
4427,137,100118,3133,4235
4428,220,99956,15,1371
4429,190,100062,3159,3447
4430,164,100072,2365,2899
4431,148,100072,901,8999
4432,174,100012,784,1729
4433,180,100078,753,1096
4434,146,100122,162,6510
4435,230,100120,1841,2169
4436,365,100071,389,1360
4437,148,100123,2327,6576
4438,143,100110,958,3129
4439,137,100119,2945,2983
4440,171,100123,372,678
4441,129,100121,4071,5979
4442,153,100106,927,7679
4443,128,100107,2198,3350
4444,154,100123,959,1181
4445,127,100121,1499,4495
4446,141,100112,1360,1594
4447,126,100120,1475,2206
4448,142,99792,1061,1112
4449,136,100112,4347,5338
4450,129,100120,1561,3231
4451,153,100117,2942,5782
4452,146,100106,4171,4524
4453,128,99992,2380,2406
4454,142,100101,3123,4585
4455,125,100121,10769,10947
4456,125,100114,7349,9228
4457,138,100107,1543,1614
4458,148,100107,5276,5671
4459,131,100113,2514,4443
4460,175,100103,67,541
4461,159,100114,2276,5002
4462,173,100080,1361,1829
4463,902,100123,822,964
4464,140,100122,1518,5138
4465,131,100082,1391,2967
4466,182,100103,941,2684
4467,148,100122,209,2680
4468,191,100118,1536,2087
4469,130,100106,1434,7119
4470,241,100103,13,172
4471,149,100086,81,3290
4472,131,100119,3983,5104
4473,131,100124,2781,5213
4474,145,100121,2415,5670
4475,132,100094,1913,2222
4476,127,100050,727,3437
4477,179,100029,2841,4280
4478,125,100090,5285,6899
4479,126,100120,467,1409
4480,167,100102,7416,7488
4481,180,100071,1280,1702
4482,154,100066,77,1915
4483,134,100101,882,7901
4484,187,100122,1207,2481
4485,149,100119,1789,3977
4486,175,100059,432,1227
4487,125,100115,1738,2072
4488,129,100073,2205,2751
4489,135,100099,220,2237
4490,134,100088,826,4687
4491,211,100076,2085,2303
4492,184,99916,294,626
4493,135,100111,5055,7425
4494,125,100115,3809,4463
4495,130,100117,4305,5091
4496,128,100118,2975,7238
4497,161,100120,1545,6967
4498,132,100113,2486,4551
4499,140,100109,60,2197
4500,161,100124,4455,5114
4501,136,100078,1625,3093
4502,207,99982,1866,1888
4503,170,100110,2533,3375
4504,135,100118,2604,3182
4505,145,100102,1562,7070
4506,136,100122,2107,2197
4507,143,100064,110,428
4508,170,100020,1340,1701
4509,153,100061,3210,3717
4510,142,100103,2332,2602
4511,137,100122,1319,5031
4512,168,100100,1158,3176
4513,204,100039,636,773
4514,127,100121,1758,3709
4515,198,100109,513,1350
4516,134,100036,766,1082
4517,127,100099,2205,4919
4518,215,100123,97,321
4519,154,100103,2333,3154
4520,131,100108,904,5696
4521,129,100124,1146,2329
4522,129,100114,1604,3998
4523,146,100118,2252,3473
4524,130,100123,149,5144
4525,156,100110,466,3802
4526,135,100081,3249,4623
4527,150,100124,2208,5275
4528,174,100097,870,1127
4529,164,100099,2302,4033
4530,239,100054,411,660
4531,174,100095,2349,3183
4532,127,100121,2586,2983
4533,126,100111,5419,9109
4534,130,100096,1299,2301
4535,172,100111,2573,2972
4536,146,100114,1042,1080
4537,146,100106,5137,5895
4538,128,100120,991,2077
4539,294,99986,118,412
4540,205,99873,1174,1280
4541,125,100122,3975,5122
4542,132,100123,3391,8180
4543,146,100091,3544,3946
4544,177,100109,415,4411
4545,139,100120,581,4152
4546,145,100119,1927,5839
4547,140,100108,114,2185
4548,166,100117,1034,2129
4549,157,100081,3179,3474
4550,164,100080,54,394
4551,180,100101,102,449
4552,165,100055,4723,5513
4553,126,100093,2019,2726
4554,130,100003,498,812
4555,162,100058,555,914
4556,209,100049,2015,3798
4557,160,100118,598,1619
4558,594,99917,249,273
4559,125,100118,1664,9132
4560,131,100091,6292,6393
4561,223,100077,2159,3181
4562,181,99892,3232,3750
4563,136,100088,803,1764
4564,256,99993,683,1137
4565,143,100096,1736,4150
4566,166,100119,225,295
4567,133,100105,1712,1862
4568,145,100057,2150,2781
4569,131,100106,4349,7595
4570,130,100116,6824,6927
4571,133,100118,5961,9938
4572,135,100114,4511,9779
4573,133,100106,3984,7569
4574,194,100112,890,2429
4575,132,100110,2151,4868
4576,142,100067,3660,7994
4577,190,100067,1047,1662
4578,136,100083,983,988
4579,163,100092,562,772
4580,125,100124,6931,9654
4581,177,100102,1422,2799
4582,127,100113,1102,1734
4583,167,100108,7741,8252
4584,139,100111,4600,5653
4585,144,100124,619,2379
4586,134,100114,1931,2650
4587,126,100085,3534,3890
4588,127,100115,3498,3802
4589,128,100111,6541,8458
4590,142,100072,1479,1743
4591,132,100021,361,1596
4592,134,100063,1652,3332
4593,167,100103,3045,3699
4594,154,100115,2312,2631
4595,161,100099,846,5146
4596,158,100092,2302,2880
4597,161,100097,896,1169
4598,221,100088,78,1033
4599,144,100118,620,3796
4600,142,100099,4038,6635
4601,125,100115,396,2409
4602,186,99978,95,750
4603,130,100052,2286,3462
4604,126,100026,1721,3898
4605,142,100119,96,2546
4606,129,100115,1513,3588
4607,128,100124,978,2125
4608,128,100124,8369,10760
4609,128,100091,8867,9255
4610,152,100124,1547,2915
4611,161,100112,1127,3522
4612,145,100069,408,2705
4613,133,100102,50,2986
4614,137,100121,5173,5897
4615,183,100119,891,3789
4616,157,100090,4541,4946
4617,157,100121,780,6946
4618,126,100118,6551,8800
4619,235,100100,1476,1887
4620,151,100104,1413,2145
4621,126,100097,6073,6089
4622,143,100103,317,1839
4623,181,100078,4681,7197
4624,131,100101,2892,5614
4625,152,100100,44,569
4626,155,100120,5962,6883
4627,134,100108,2056,3830
4628,135,100103,4656,4736
4629,240,100056,2718,3011
4630,128,100121,2423,3611
4631,132,100097,1846,8661
4632,143,100092,966,1380
4633,144,100084,4178,5479
4634,388,100120,742,1271
4635,136,100117,2814,3169
4636,148,100124,1177,4763
4637,129,100060,3523,3772
4638,131,100101,932,1051
4639,132,100110,1266,2585
4640,130,100119,8014,9122
4641,144,100083,1826,2244
4642,191,100122,42,353
4643,144,100053,766,1327
4644,134,100116,52,3473
4645,137,100089,1734,6284
4646,143,100114,4427,5087
4647,156,100112,2986,4557
4648,165,100109,655,2835
4649,128,100109,1236,1768
4650,154,100112,6447,6970
4651,225,100089,1845,2498
4652,135,100041,1996,2061
4653,158,100111,4844,6005
4654,150,100100,3153,3227
4655,147,100121,3001,3829
4656,199,100104,201,4589
4657,129,100119,4319,6582
4658,151,100120,2467,3197
4659,137,100116,652,5791
4660,130,100090,77,5889
4661,128,100103,3204,6986
4662,179,100087,260,595
4663,166,100117,4305,4387
4664,147,100118,2559,7699
4665,143,100072,1878,2161
4666,151,100111,2518,4756
4667,135,100122,1460,1506
4668,136,100071,26,137
4669,148,100043,3,340
4670,131,100106,699,4362
4671,139,100095,569,3888
4672,378,100018,426,1079
4673,133,100109,2545,7222
4674,167,100124,4479,4694
4675,204,100110,55,144
4676,150,100123,1418,3305
4677,132,100124,221,2568
4678,129,100115,1411,1773
4679,177,100118,1569,5097
4680,158,100106,1740,3343
4681,209,100043,409,941
4682,157,100122,185,2874
4683,153,100124,1173,2355
4684,182,100111,32,718
4685,190,99976,778,784
4686,130,100082,6734,7858
4687,151,100120,1441,2318
4688,136,100094,3418,5919
4689,133,100117,2837,7485
4690,140,100062,1352,1778
4691,165,100046,130,1240
4692,135,100092,9586,10535
4693,125,100118,5773,6630
4694,148,100123,280,2406
4695,143,100066,1276,5275
4696,152,100117,761,1085
4697,152,100089,7,406
4698,126,100117,1303,5580
4699,133,99985,1023,1565
4700,147,100085,317,1855
4701,168,100063,2199,3562
4702,164,100039,2949,3568
4703,135,100124,708,7018
4704,168,100078,375,498
4705,141,100114,2355,3856
4706,147,100091,996,1775
4707,189,100023,375,623
4708,127,100120,938,7200
4709,141,100110,1685,1852
4710,135,100123,97,2792
4711,133,100070,5600,6684
4712,169,100045,2141,3632
4713,205,100117,736,1925
4714,319,99527,262,367
4715,131,100102,2522,5685
4716,141,100123,280,2866
4717,146,100117,2124,2698
4718,197,100065,1901,2925
4719,129,100123,1983,3398
4720,151,100123,87,641
4721,152,100116,5908,6167
4722,163,100095,1727,2999
4723,128,100110,5915,7424
4724,190,100112,174,275
4725,173,100095,661,1190
4726,137,100084,2075,3869
4727,144,100095,2777,4935
4728,142,100110,6399,6645
4729,210,100027,21,1277
4730,174,100110,296,5064
4731,129,100122,3228,8316
4732,133,100108,7701,7794
4733,266,100104,419,628
4734,134,100115,2303,3050
4735,148,100114,677,2557
4736,131,100089,610,3471
4737,163,100118,2388,4179
4738,144,100117,1409,1854
4739,142,100119,1099,2746
4740,139,100101,4808,6122
4741,138,100123,15,1122
4742,149,100116,505,7055
4743,130,100102,1026,6283
4744,126,100108,1082,7327
4745,161,100115,2578,3337
4746,130,100120,2203,3818
4747,126,100107,5773,5944
4748,128,100084,5883,7816
4749,129,100107,4999,7936
4750,126,100120,4518,5521
4751,127,100105,4476,4716
4752,127,100120,4792,8724
4753,152,100118,129,1880
4754,134,100122,5270,7852
4755,207,100085,201,2469
4756,147,100106,860,1219
4757,126,100110,4495,8089
4758,180,100090,1688,2157
4759,132,100107,2669,2898
4760,163,100100,1035,1522
4761,209,99966,474,794
4762,161,100083,1479,5024
4763,163,100092,4146,5745
4764,128,100066,4681,5928
4765,384,100097,1183,1236
4766,127,100124,97,6217
4767,156,100117,376,1142
4768,130,100078,1271,1348
4769,128,100118,3609,5672
4770,128,100097,1020,2206
4771,142,100119,3541,4777
4772,137,100116,2253,3676
4773,139,100106,2862,6472
4774,126,100110,6613,8254
4775,145,100122,3783,4081
4776,236,100028,765,1257
4777,144,100077,2143,6031
4778,145,100094,3346,7686
4779,133,100098,3461,4738
4780,131,100105,2515,4378
4781,159,100111,200,1137
4782,127,100115,140,4822
4783,129,100117,1421,1540
4784,184,100069,29,871
4785,262,100115,549,1972
4786,443,100106,128,872
4787,138,100057,668,1260
4788,130,100124,3086,6329
4789,140,100106,5192,5302
4790,129,100077,5156,5179
4791,135,100044,698,2000
4792,223,100002,966,1244
4793,136,100117,1003,2713
4794,169,100123,89,4310
4795,125,100123,532,5257
4796,173,100078,1692,3326
4797,143,100088,2089,2719
4798,148,100091,3458,3618
4799,141,100111,41,4613
4800,250,100084,618,723
4801,145,100113,1618,3197
4802,128,100106,1094,7562
4803,153,100122,3135,3836
4804,140,100106,209,225
4805,128,100112,3981,4064
4806,125,100068,1765,3283
4807,126,100111,1440,2698
4808,127,100101,5307,10255
4809,137,100124,1920,4847
4810,205,100113,2859,3343
4811,181,100085,1629,1986
4812,142,100120,2196,4088
4813,126,100120,7365,10089
4814,139,100097,1395,2410
4815,146,100077,564,889
4816,241,100112,142,777
4817,144,100112,1577,2702
4818,180,100099,4138,5190
4819,256,100121,639,670
4820,133,100104,1205,2046
4821,247,100096,119,287
4822,128,100123,3148,5661
4823,138,100119,1197,2607
4824,125,100078,6032,8471
4825,125,100120,3703,4323
4826,129,100110,1396,3462
4827,230,100097,2200,2899
4828,136,100047,1149,1891
4829,176,100064,23,1462
4830,138,100122,5802,6553
4831,128,100111,1249,1605
4832,164,100100,70,1571
4833,131,100075,1804,3116
4834,125,100124,262,4497
4835,129,100087,5435,6758
4836,125,100105,1156,3030
4837,131,100099,2530,2703
4838,135,100109,219,2840
4839,131,100122,309,2435
4840,170,100063,8,926
4841,170,100096,2547,3554
4842,255,99880,1244,1665
4843,132,100122,480,1471
4844,140,100094,153,855
4845,209,100117,1127,2475
4846,125,100113,6758,9101
4847,137,100104,2166,2537
4848,173,100047,382,745
4849,131,100111,313,7794
4850,173,100091,288,710
4851,151,100101,1440,8347
4852,165,100106,3608,7196
4853,227,100080,85,2715
4854,135,100116,3965,4232
4855,144,100113,2866,5302
4856,205,100121,872,2089
4857,135,100110,6625,7623
4858,131,100069,458,967
4859,126,100107,2882,6781
4860,159,100116,1058,2906
4861,149,100122,795,4826
4862,135,100110,1899,6270
4863,177,100086,1065,2314
4864,125,100118,455,2404
4865,137,100118,620,1713
4866,137,100033,549,1775
4867,139,100116,1177,1206
4868,126,100115,5766,8891
4869,166,100095,1002,1738
4870,162,100095,1095,1448
4871,172,100097,434,1011
4872,151,100095,5264,5500
4873,137,100064,632,1494
4874,139,100103,626,5367
4875,142,100073,2050,2558
4876,225,99984,345,625
4877,138,100124,502,1373
4878,214,100046,143,597
4879,153,100106,2328,4851
4880,136,100123,2214,3917
4881,148,100052,1440,2519
4882,146,100117,3763,4257
4883,127,100105,3429,6829
4884,149,100119,3410,5420
4885,149,100096,2614,8447
4886,260,100095,1342,2203
4887,127,100051,2774,6645
4888,162,100103,1257,2420
4889,125,100123,2036,2918
4890,206,100115,144,1560
4891,151,100051,3349,5441
4892,136,100123,5134,8391
4893,134,100119,1843,2892
4894,147,100060,68,692
4895,126,100016,1800,2633
4896,165,100122,1366,3664
4897,176,100108,3509,7667
4898,129,100121,2181,5186
4899,153,100070,2221,3945
4900,159,100095,1145,1251
4901,174,99849,455,1359
4902,153,100110,1310,3716
4903,133,100102,4632,5975
4904,195,100084,1659,2648
4905,148,100124,3905,4281
4906,135,100108,3978,7093
4907,137,100108,2150,3061
4908,130,100124,1378,6496
4909,146,100069,6925,8663
4910,129,100123,2916,5584
4911,146,100109,2440,3610
4912,126,100099,2826,8558
4913,138,100124,3514,4441
4914,136,100069,3546,4088
4915,167,100090,2896,5244
4916,140,100058,1408,2162
4917,139,100110,636,3413
4918,127,100104,1123,7239
4919,149,100106,1838,4556
4920,182,100124,1385,1477
4921,126,100119,591,1743
4922,130,100105,3224,5997
4923,150,100114,5879,6049
4924,181,100088,407,1394
4925,151,100113,3923,5776
4926,131,100087,4384,4408
4927,182,100094,1194,2587
4928,147,100096,259,1956
4929,148,100003,1526,2399
4930,126,100103,89,5223
4931,277,100020,349,1234
4932,155,100094,2393,3986
4933,125,100108,621,1588
4934,128,100085,3822,4952
4935,206,100124,2746,2974
4936,130,100120,1648,1994
4937,141,100099,1119,3323
4938,150,100080,5928,6205
4939,125,100120,3228,4516
4940,141,100114,1735,3335
4941,135,100105,3826,5783
4942,143,100085,1624,5373
4943,132,100116,2439,2475
4944,135,100109,2062,4196
4945,213,100122,1361,2016
4946,154,100086,1682,2270
4947,129,100112,5251,5344
4948,128,100078,3432,3462
4949,160,100099,1764,4669
4950,131,100122,96,530
4951,248,100083,918,1893
4952,129,100117,1849,5620
4953,133,100115,1051,2907
4954,175,100053,1663,2020
4955,131,100096,5673,5959
4956,153,100112,2129,3409
4957,133,100114,5189,6496
4958,141,100095,3011,3405
4959,140,100116,2868,5465
4960,140,100121,4113,9328
4961,289,99992,689,1691
4962,164,100122,612,1132
4963,162,100123,625,1379
4964,134,100120,2377,6277
4965,157,100120,582,817
4966,162,100109,2410,4272
4967,126,100113,635,2459
4968,207,100117,1323,1418
4969,140,100118,426,506
4970,199,100042,1154,1271
4971,175,100123,175,396
4972,126,100112,3566,8899
4973,162,100074,523,826
4974,135,100082,6407,7497
4975,207,100086,414,902
4976,215,100096,799,927
4977,159,100115,2576,6378
4978,170,100113,323,1748
4979,138,100122,1446,3978
4980,134,100088,4309,7278
4981,186,100123,1391,2979
4982,143,100095,269,394
