id,sellValue,buyValue,sellDay,buyDay
2192,154,100123,3834,5697
2193,125,100096,1144,4752
2194,159,100053,720,2059
2195,146,100085,1038,2442
2196,131,100121,358,1207
2197,147,100124,2235,8464
2198,126,100114,1166,3680
2199,127,100122,3411,4320
2200,138,100114,277,857
2201,180,100006,1603,3895
2202,169,100085,533,1449
2203,128,100117,2304,4360
2204,166,100111,90,560
2205,158,100118,1705,2080
2206,128,100122,158,7314
2207,132,100118,2019,2110
2208,151,100100,1550,4888
2209,138,100095,4849,6930
2210,128,100123,5965,7466
2211,147,100122,1555,2334
2212,135,100124,3855,5792
2213,147,100099,2222,6909
2214,154,100106,5104,6582
2215,148,100106,4609,7015
2216,154,100123,147,331
2217,142,100086,6728,7991
2218,216,100094,142,1081
2219,134,100120,4769,6320
2220,140,100106,3563,6660
2221,132,100088,3728,6231
2222,125,100098,3790,7673
2223,157,100090,676,2071
2224,137,100055,2728,4682
2225,133,100119,135,1749
2226,255,99937,653,1177
2227,139,100087,3882,4375
2228,151,100098,2561,3497
2229,134,100098,5572,7688
2230,126,100113,7670,7798
2231,129,100117,716,1736
2232,139,100088,1290,1622
2233,152,100093,768,1413
2234,135,100113,656,5606
2235,131,100116,2378,3519
2236,131,100062,2144,2715
2237,128,100099,2455,4953
2238,212,99750,154,956
2239,138,100109,543,2559
2240,178,99965,1249,1453
2241,125,100121,3598,4045
2242,132,100085,524,1112
2243,131,100110,3633,4251
2244,164,100116,626,907
2245,208,100110,946,2562
2246,174,100124,412,2683
2247,132,100109,1640,2990
2248,133,100114,4444,5434
2249,135,100124,1185,5081
2250,139,100047,1799,2594
2251,139,100120,921,1057
2252,136,100122,7460,7638
2253,135,100080,4674,5725
2254,138,100081,1185,4402
2255,137,100104,9,655
2256,148,100106,3318,3804
2257,144,100122,3394,5532
2258,133,100112,921,4517
2259,168,100096,694,1133
2260,144,100103,3175,5272
2261,134,100106,1346,6717
2262,132,100118,4902,6219
2263,145,100114,349,2584
2264,129,100117,195,5012
2265,153,100116,673,2493
2266,142,100121,720,1070
2267,128,100089,2754,8623
2268,168,100113,865,1481
2269,401,100011,621,1268
2270,141,100121,641,7424
2271,125,100113,113,3784
2272,217,100076,1064,1513
2273,221,100123,1189,3036
2274,134,100094,5625,6902
2275,133,100023,47,375
2276,170,100064,1777,2642
2277,147,100058,1123,1196
2278,150,100114,3600,3777
2279,154,100124,977,3774
2280,130,100105,1415,10386
2281,145,100092,1408,3324
2282,130,100096,6170,8878
2283,139,100118,707,3006
2284,138,100120,2788,4429
2285,135,100108,182,4111
2286,145,100008,1365,2192
2287,198,100109,363,3038
2288,137,100110,104,787
2289,262,100098,123,1246
2290,299,99966,370,1091
2291,162,100093,1071,1186
2292,153,100121,3726,3863
2293,174,100067,1756,3021
2294,150,100073,1867,8046
2295,139,100111,4482,7343
2296,136,100014,832,1192
2297,147,100116,3802,4924
2298,140,100119,4151,5195
2299,128,100112,5472,6748
2300,243,100085,319,354
2301,127,100074,456,2633
2302,309,100083,1454,1533
2303,193,100093,3492,5623
2304,139,100058,4161,5573
2305,139,100104,5130,6189
2306,125,100116,4887,7685
2307,132,100115,1524,5030
2308,149,100117,212,756
2309,126,100121,3102,4541
2310,147,99944,1573,2525
2311,132,100114,1130,1203
2312,201,100118,968,1570
2313,130,100122,1726,8474
2314,129,100089,3717,4590
2315,139,100119,5011,6056
2316,157,100110,1722,1738
2317,128,100117,277,3144
2318,129,100101,3155,6259
2319,139,100105,1581,3856
2320,147,100118,4883,6192
2321,126,100092,5694,5872
2322,149,100107,1698,7237
2323,125,100092,1651,7824
2324,125,100103,8626,10199
2325,126,100112,311,1468
2326,165,100121,2024,2404
2327,214,100103,478,956
2328,130,100101,1906,2416
2329,134,100120,5616,8836
2330,137,100084,1703,1948
2331,127,100119,586,1811
2332,136,100104,4954,5136
2333,166,100122,4096,8307
2334,379,100090,613,735
2335,141,100121,520,2590
2336,146,100071,5005,6933
2337,142,100117,2715,6251
2338,173,100099,3281,5158
2339,144,100107,865,1505
2340,139,100034,2927,3278
2341,128,100121,2418,4867
2342,148,100022,183,2612
2343,125,100122,1916,5869
2344,140,100100,2325,3840
2345,129,100124,785,3993
2346,138,100089,623,1800
2347,168,100119,825,1686
2348,225,100111,213,877
2349,274,99964,2179,2347
2350,152,100110,847,5546
2351,161,100110,2148,3687
2352,238,99982,484,1070
2353,159,100122,365,2141
2354,133,100123,2663,4458
2355,218,100115,753,798
2356,133,100109,2233,4699
2357,127,100123,1349,2815
2358,125,100095,1558,3463
2359,154,100054,2308,2876
2360,145,100120,574,1688
2361,205,100122,677,1045
2362,126,100100,137,5410
2363,181,99969,287,1473
2364,145,100114,1113,1656
2365,150,100079,5801,5855
2366,135,100105,3547,10348
2367,140,100103,4910,6089
2368,143,100103,1097,3090
2369,154,100085,1775,2133
2370,148,100113,64,1391
2371,157,100052,2209,2899
2372,165,100106,1752,2114
2373,132,100110,4461,4468
2374,126,100120,956,2707
2375,147,100067,2594,6189
2376,148,100115,5353,6546
2377,129,100083,5624,6685
2378,141,100123,5177,5488
2379,134,100048,3804,7675
2380,129,100090,140,155
2381,158,100048,317,1100
2382,160,100100,1749,3793
2383,150,100113,4813,7772
2384,126,100120,8797,9874
2385,131,100102,9477,9494
2386,126,100116,4119,8681
2387,163,100103,1085,1681
2388,148,100028,1185,1566
2389,243,99969,840,894
2390,134,100101,796,1692
2391,138,100092,1720,2157
2392,144,100016,153,1084
2393,225,100030,189,3086
2394,129,100107,922,6733
2395,128,100122,3828,4864
2396,132,100100,2842,3338
2397,126,100101,254,4769
2398,152,100081,4734,4914
2399,246,100103,236,640
2400,131,100123,1725,6230
2401,149,100123,7,9087
2402,135,100114,3146,6062
2403,146,100111,3577,5272
2404,316,100072,20,74
2405,127,100063,2558,3964
2406,146,100100,4008,4816
2407,176,100108,3004,3495
2408,126,100116,781,6810
2409,133,100084,2136,5953
2410,173,100123,397,3889
2411,151,100117,3331,4465
2412,134,100124,844,5224
2413,189,100065,36,597
2414,139,99913,772,1842
2415,482,100119,99,543
2416,146,99982,1491,1979
2417,141,100103,1557,2875
2418,164,100105,3549,3575
2419,292,100118,1172,1176
2420,125,100124,6756,7928
2421,147,100121,2169,3125
2422,164,100120,578,662
2423,156,100070,2537,3139
2424,127,100123,115,4540
2425,145,100075,1227,5777
2426,142,100046,1373,2759
2427,166,100105,1116,4318
2428,136,100081,1910,2813
2429,127,100064,3401,8117
2430,135,100111,1312,3385
2431,151,100124,2139,2596
2432,128,100101,400,994
2433,164,100107,3436,6661
2434,134,100122,8092,8799
2435,143,100088,1512,2566
2436,160,100067,231,3560
2437,155,100105,2653,7846
2438,177,100072,866,2699
2439,130,100103,2630,4148
2440,153,100101,1937,4132
2441,133,100099,1336,2233
2442,148,100105,947,7529
2443,132,100091,420,869
2444,151,100073,136,452
2445,137,100111,140,3213
2446,174,99914,741,2557
2447,181,100094,2223,2861
2448,136,100113,119,2609
2449,155,100118,474,611
2450,132,100091,1684,2825
2451,131,100123,4008,6121
2452,133,100111,4100,7374
2453,148,100089,3560,3748
2454,172,100113,4447,7268
2455,324,100121,74,377
2456,147,100104,878,6226
2457,153,100105,4167,4982
2458,158,100027,3409,3611
2459,150,100005,530,1483
2460,171,100081,656,1350
2461,154,100019,750,1146
2462,125,100110,1957,5974
2463,136,100093,3860,5250
2464,152,100093,1063,2100
2465,164,100018,1249,1440
2466,172,100003,1453,1540
2467,212,100124,455,942
2468,154,100088,67,1711
2469,162,100121,3169,6482
2470,137,100121,27,117
2471,198,100119,986,1260
2472,215,100099,1634,2043
2473,219,100118,109,256
2474,139,100063,4197,5658
2475,129,100119,974,6772
2476,131,100096,2982,3105
2477,132,100118,1950,2876
2478,147,100116,5650,7745
2479,132,100103,6945,7008
2480,156,100112,3640,4925
2481,131,100073,1413,4027
2482,129,100017,3342,3458
2483,150,100124,2408,9439
2484,167,100037,1219,2159
2485,379,100043,320,1318
2486,183,100120,2356,2514
2487,194,100079,308,2648
2488,127,100117,495,2148
2489,144,99887,630,1501
2490,146,100107,2274,4201
2491,194,100124,305,4537
2492,349,100074,72,91
2493,141,100107,5090,7247
2494,133,100119,609,4489
2495,137,100117,4895,7941
2496,153,100093,175,2933
2497,138,100124,2783,3352
2498,125,100122,1345,6973
2499,147,100093,2926,3816
2500,141,100021,1388,1417
2501,131,100123,2540,6476
2502,157,100088,4229,6972
2503,133,100089,1871,5168
2504,218,100072,705,1173
2505,191,100064,2132,2664
2506,134,100122,2665,3354
2507,143,100120,1294,1987
2508,145,100123,3048,4343
2509,129,100099,4187,4921
2510,159,100100,912,1325
2511,132,100112,1910,3808
2512,154,100092,152,282
2513,138,100099,432,1194
2514,148,100086,2454,4376
2515,159,100102,261,3177
2516,137,100121,264,3065
2517,132,100092,1212,2846
2518,163,100090,3375,3493
2519,135,100116,1817,2462
2520,134,100124,470,1985
2521,193,100097,773,1376
2522,125,100092,2889,3630
2523,141,100041,946,3151
2524,172,100070,1890,3692
2525,125,100115,3999,6954
2526,144,100106,6931,8032
2527,159,100099,920,5682
2528,133,100123,3036,7325
2529,131,100108,6298,7390
2530,280,100091,412,939
2531,131,100101,1630,5708
2532,264,100032,256,2020
2533,125,100116,1709,2571
2534,140,100106,257,8922
2535,125,100115,5376,6520
2536,156,100095,345,757
2537,141,100105,3415,5452
2538,144,100124,352,4148
2539,160,100121,122,1875
2540,139,100116,1363,5333
2541,125,100048,476,2176
2542,140,100113,1432,2634
2543,136,100123,6677,7092
2544,136,100117,881,4814
2545,126,100124,1627,2702
2546,139,100119,4589,9538
2547,149,100110,2106,2187
2548,138,99932,142,768
2549,156,100102,3639,4406
2550,136,100112,3008,3027
2551,206,99870,605,627
2552,126,100112,787,3175
2553,151,100121,407,3942
2554,129,100118,4364,6159
2555,162,100118,847,7888
2556,133,100111,2590,9061
2557,155,100108,2992,3992
2558,172,99873,209,905
2559,138,100105,1121,1589
2560,195,100124,1373,1768
2561,179,100068,280,1348
2562,138,100108,8530,9913
2563,129,100020,1463,1538
2564,135,100111,837,2128
2565,164,100122,3219,7141
2566,166,100101,1013,2066
2567,130,100124,2558,3850
2568,175,100107,2742,3068
2569,302,100037,404,1049
2570,166,100123,73,1063
2571,163,100121,2448,5027
2572,186,100113,505,1188
2573,162,100097,2431,3845
2574,151,100110,1856,2495
2575,152,100083,1240,2190
2576,152,100114,6358,8784
2577,136,100085,6521,6610
2578,255,99998,356,462
2579,137,100122,1102,7843
2580,136,100103,1699,2106
2581,125,100121,3797,3857
2582,152,99912,437,1018
2583,126,100121,1719,2121
2584,143,100103,3933,5472
2585,137,100124,1831,7505
2586,161,100118,5,824
2587,130,100114,1151,3187
2588,137,100117,759,1342
2589,187,100104,3784,4299
2590,155,100032,2741,2790
2591,130,100122,2149,3442
2592,136,100109,6326,10476
2593,127,100120,3251,3753
2594,160,100113,3779,4189
2595,133,100108,2202,5235
2596,164,100122,818,3132
2597,132,100112,6235,6786
2598,133,99914,91,473
2599,173,100099,1631,7424
2600,147,100118,946,6032
2601,127,100098,2520,5425
2602,128,100099,6945,7110
2603,201,100086,466,1901
2604,154,100120,1408,3227
2605,242,100076,1367,1402
2606,144,100064,789,2842
2607,129,100027,682,1262
2608,219,100085,817,2041
2609,151,100089,4892,5695
2610,160,100098,2749,5256
2611,131,100073,2126,3396
2612,127,100079,3602,5575
2613,132,100120,356,507
2614,144,100089,57,1176
2615,136,100123,1824,9966
2616,159,99939,605,2421
2617,129,100091,1863,2473
2618,160,100105,683,995
2619,329,99995,220,1030
2620,174,99903,110,1440
2621,149,100115,1119,3440
2622,145,100122,2236,2979
2623,145,100112,484,6389
2624,132,100121,3648,5221
2625,127,100093,2287,2958
2626,169,100101,249,2281
2627,171,100090,332,1861
2628,151,100113,5305,5885
2629,152,100120,667,3905
2630,209,100112,345,1988
2631,132,100103,4510,7896
2632,177,100080,1249,2470
2633,258,100122,32,65
2634,129,100080,2824,3666
2635,130,100065,380,634
2636,136,100105,4031,8576
2637,150,100098,3504,3700
2638,159,100124,1718,2739
2639,171,100086,5376,6284
2640,158,100036,1557,1948
2641,131,100106,3020,7031
2642,135,100114,481,4981
2643,146,100112,2895,4159
2644,135,100110,7702,8759
2645,183,100124,1254,1431
2646,173,99907,1303,2034
2647,195,100032,2104,2588
2648,148,100088,4362,4569
2649,199,100080,4877,5591
2650,131,100121,267,305
2651,131,100105,517,1215
2652,136,100114,1275,3937
2653,164,100095,2466,2981
2654,126,100105,3528,4852
2655,143,100106,2108,4359
2656,165,99987,60,2405
2657,137,100095,4656,9215
2658,164,100039,1581,2101
2659,141,100117,2154,3057
2660,166,100001,309,675
2661,129,100118,1191,2305
2662,152,100091,2192,3284
2663,126,100080,138,1759
2664,143,100020,6114,8835
2665,243,99981,709,2137
2666,155,100112,1552,6042
2667,134,100120,822,2987
2668,134,100114,3495,3914
2669,176,100105,1591,6306
2670,139,100122,160,5806
2671,303,100118,408,2300
2672,130,100091,4476,5002
2673,130,100122,152,1857
2674,157,100121,4226,4415
2675,129,100088,2952,4542
2676,182,100106,3060,3221
2677,132,100112,6898,8025
2678,128,100089,2893,6931
2679,141,100090,4983,5611
2680,152,100122,1586,2138
2681,133,100079,1191,2503
2682,196,100082,1934,2521
2683,128,100093,838,2385
2684,162,100066,1387,1634
2685,125,100109,1143,1784
2686,168,100076,164,814
2687,134,100121,3297,4203
2688,126,100062,3712,3745
2689,186,100118,341,1611
2690,125,100058,7185,8259
2691,148,100106,4607,4873
2692,131,100110,1778,2371
2693,127,100063,4276,5119
2694,125,100111,291,2711
2695,127,100121,1144,1966
2696,130,100112,2682,5679
2697,136,100122,3004,6392
2698,173,100104,777,1693
2699,135,100077,2161,3110
2700,136,100079,2390,2792
2701,127,100112,6808,8364
2702,132,100098,4653,6122
2703,125,100092,4180,7448
2704,149,100106,2055,5548
2705,146,100086,160,1846
2706,215,100103,1537,2419
2707,164,100102,295,475
2708,189,100087,84,1508
2709,132,100055,2163,2191
2710,130,100123,6588,7664
2711,161,100120,102,4551
2712,141,100112,6413,9305
2713,126,100084,1191,3316
2714,148,100104,3179,10796
2715,128,100116,1536,3184
2716,178,100121,3414,6865
2717,146,100113,556,1558
2718,142,100115,2650,8003
2719,142,100055,1552,1584
2720,334,100040,1068,1148
2721,157,100105,548,3932
2722,131,100123,2173,3461
2723,125,100122,6631,7758
2724,135,100098,1669,4860
2725,148,100112,825,7167
2726,136,100104,5863,9205
2727,127,100109,5089,6894
2728,187,100073,224,1013
2729,154,100119,8791,8892
2730,164,100046,2395,7014
2731,141,100123,536,7975
2732,164,100105,434,1283
2733,168,100107,4986,5621
2734,131,100037,4414,5385
2735,242,100037,2355,4213
2736,149,100111,1224,1482
2737,166,100109,1700,2371
2738,128,100124,735,2410
2739,204,100099,1835,2107
2740,229,100078,28,226
2741,171,100123,1291,1956
2742,125,100120,2170,3710
2743,126,100088,235,3648
2744,138,100084,8056,9910
2745,129,100101,4215,4877
2746,128,100108,1560,1588
2747,139,100084,3799,3826
2748,150,100121,3522,3971
2749,137,100116,542,1551
2750,126,100098,5065,6397
2751,164,99972,1118,1543
2752,182,100106,1615,3806
2753,136,100124,1209,3971
2754,127,100115,1581,2951
2755,136,100118,718,1314
2756,134,100118,535,5128
2757,135,100116,7152,9244
2758,174,99920,504,2240
2759,128,99982,1534,1693
2760,159,100115,109,5074
2761,138,100086,239,3549
2762,133,100122,3332,3950
2763,137,100025,416,1282
2764,137,100123,1578,2658
2765,164,99896,1008,1045
2766,145,100112,2555,6711
2767,147,100100,8704,9688
2768,138,100099,8763,9763
2769,149,100122,6505,7762
2770,132,100120,3796,3993
2771,199,100111,3868,4895
2772,143,100109,4936,6753
2773,144,100118,3831,5418
2774,152,100090,624,757
2775,197,100119,1442,2082
2776,306,100043,146,1314
2777,132,100123,1493,4592
2778,129,100103,346,5078
2779,164,100120,2009,2119
2780,131,100097,7127,8357
2781,139,99931,517,1206
2782,241,100120,75,1604
2783,154,100119,346,2054
2784,219,100082,1040,1886
2785,147,100117,2034,3302
2786,127,100114,6348,7450
2787,125,100122,3402,3847
2788,139,100113,1945,6595
2789,141,100122,3453,7385
2790,220,100076,756,1008
2791,128,100068,2289,8167
2792,147,100120,4128,5460
2793,126,100117,71,3157
2794,140,100115,6585,10883
2795,134,100089,180,2052
2796,140,100107,399,977
2797,150,100110,1624,4336
2798,161,100068,573,2053
2799,131,100100,1641,3337
2800,151,100119,1400,3047
2801,137,100113,196,3763
2802,132,100122,1381,9297
2803,131,100124,2606,2689
2804,207,100040,1317,2043
2805,140,100123,4470,6941
2806,140,100117,813,1923
2807,141,100105,540,2200
2808,149,100117,4241,4338
2809,167,100119,700,1653
2810,186,100100,902,4498
2811,137,100123,3428,7412
2812,149,100122,1604,4490
2813,142,100122,5614,9693
2814,127,100020,2922,4004
2815,244,100070,128,808
2816,138,100102,2230,2610
2817,128,100083,7737,8785
2818,135,100119,1840,5445
2819,178,100097,75,1590
2820,145,100084,1803,3225
2821,133,100120,6622,9039
2822,134,100050,1200,1334
2823,146,100124,2521,4759
2824,129,100079,922,2028
2825,180,100014,439,1679
2826,196,100095,1781,2084
2827,149,100123,1985,6129
2828,161,100095,345,1227
2829,127,100114,1736,1943
2830,264,100037,1157,1275
2831,133,100111,572,3125
2832,130,100118,8843,9173
2833,129,100119,1003,4618
2834,136,100102,3092,4315
2835,169,100044,398,1210
2836,125,100102,6224,10134
2837,194,100044,598,778
2838,146,100085,1494,1745
2839,162,100042,1661,2250
2840,135,100118,7466,8740
2841,146,100103,3310,3628
2842,175,100114,2390,3570
2843,128,100122,4875,5064
2844,159,100118,4129,4800
2845,129,100097,810,1148
2846,136,100120,5798,6865
2847,165,100094,116,1785
2848,141,100097,531,6013
2849,149,100100,1803,1949
2850,135,100053,3422,4328
2851,194,100033,1566,1729
2852,142,100072,3181,4701
2853,153,100122,4689,5387
2854,215,100110,473,821
2855,126,100118,4840,5306
2856,183,100061,1336,2081
2857,141,100111,1292,7497
2858,129,100106,2397,5220
2859,150,100123,4330,4654
2860,244,99949,1070,1299
2861,230,100106,407,1597
2862,136,100119,3316,3427
2863,131,99925,796,1721
2864,130,100123,5666,7503
2865,167,100117,2302,3500
2866,128,100101,1930,4638
2867,184,100024,89,1716
2868,127,100102,1473,1504
2869,262,100123,173,1423
2870,148,100120,2836,3667
2871,141,100118,1428,3157
2872,269,100109,201,344
2873,232,100122,1864,2581
2874,174,100124,46,1824
2875,147,100092,115,2446
2876,165,100077,55,2674
2877,172,100124,1674,2526
2878,139,100097,5882,7488
2879,141,100124,3167,7813
2880,127,100121,247,4322
2881,539,100094,1083,1545
2882,133,100114,1329,1619
2883,132,100124,1635,3362
2884,138,100099,5728,6610
2885,146,100112,277,321
2886,135,100104,3956,7894
2887,126,100104,4920,6201
2888,130,100069,1800,4140
2889,133,100116,6567,7536
2890,143,100117,1578,4392
2891,212,100099,2187,3771
2892,203,100011,822,1033
2893,132,99962,511,681
2894,128,100109,4406,5398
2895,142,100109,4469,7584
2896,139,100121,949,6093
2897,163,100079,5227,8489
2898,137,100082,2073,3934
2899,128,100105,4954,8663
2900,147,100080,257,648
2901,133,100124,1025,5510
2902,140,100120,1823,3439
2903,144,100099,905,1209
2904,168,100111,2380,2570
2905,193,100108,2149,2402
2906,131,100113,2072,4032
2907,126,100099,4554,7421
2908,144,100091,2140,2441
2909,151,100123,1134,5119
2910,272,100119,719,854
2911,292,100066,261,451
2912,215,100120,337,1505
2913,169,100121,1247,4813
2914,126,100118,4522,7569
2915,196,100102,1603,4044
2916,198,100115,4956,5109
2917,212,99946,188,1242
2918,258,99977,1884,1947
2919,147,100076,968,2155
2920,137,100119,225,771
2921,155,100120,2131,2811
2922,132,100117,746,4151
2923,196,100064,562,1117
2924,133,100093,1042,1127
2925,144,100124,2186,7887
2926,142,99994,630,1373
2927,149,100098,2458,2853
2928,129,100123,208,7958
2929,132,100117,2571,5851
2930,154,100081,2357,2731
2931,128,100120,6481,10178
2932,126,100124,2360,5238
2933,207,99959,1324,1789
2934,128,100099,4408,7869
2935,189,100059,1728,1998
2936,135,100037,3594,4878
2937,164,100123,207,785
2938,165,100121,1232,6012
2939,164,100109,4251,5864
2940,135,100088,370,2937
2941,126,100120,9092,9720
2942,131,100112,5811,7991
2943,133,100061,3069,6959
2944,138,100116,3162,4130
2945,132,100112,2487,3188
2946,136,100084,891,952
2947,134,100100,4940,6152
2948,153,99958,538,674
2949,132,100118,181,6824
2950,189,100089,1958,3034
2951,165,100114,5834,6017
2952,128,100084,2099,4469
2953,150,100117,2125,2873
2954,141,100098,126,1285
2955,134,100122,1266,1694
2956,146,100113,109,2920
2957,126,100123,1353,8217
2958,139,100079,1975,2088
2959,189,100050,1003,1224
2960,127,100112,5501,8856
2961,137,100117,3937,4516
2962,130,99988,2655,2661
2963,231,100042,600,932
2964,130,100112,3470,4374
2965,145,100121,6029,6103
2966,131,100097,1167,4617
2967,176,100104,2852,3966
2968,127,100089,466,1011
2969,166,100105,493,938
2970,209,100072,400,1200
2971,161,100116,6248,7713
2972,128,100119,3597,5113
2973,128,100095,3405,7112
2974,143,100118,23,3918
2975,133,100091,6173,7623
2976,131,100108,7358,7601
2977,144,100064,2947,3440
2978,262,99983,535,752
2979,245,100120,278,782
2980,148,100100,1321,3718
2981,138,100099,723,2800
2982,128,100115,912,4030
2983,146,100099,2007,2303
2984,133,100123,1672,3414
2985,125,99943,817,1114
2986,154,100018,983,2068
2987,142,100111,354,2680
2988,132,100115,873,2003
2989,146,100062,1102,1845
2990,155,100124,543,715
2991,128,100086,1533,3509
2992,137,100110,3068,4835
2993,166,100069,2516,3460
2994,137,100122,3531,4765
2995,136,99964,1041,2946
2996,160,100117,604,846
2997,130,100110,2680,6910
2998,174,100123,2491,2818
2999,166,100100,2169,5362
3000,180,100103,1693,2198
3001,228,99976,325,1372
3002,147,100094,905,931
3003,192,100123,1287,1501
3004,226,100050,1458,1923
3005,172,100090,363,2422
3006,275,100076,1725,2130
3007,350,100118,371,1290
3008,231,99968,58,1435
3009,143,100123,5222,5529
3010,191,100058,798,1686
3011,142,100105,1250,1310
3012,141,100115,1441,2292
3013,170,100099,878,3539
3014,127,100118,2681,6624
3015,163,100113,4621,4708
3016,139,99977,2527,2705
3017,160,100060,4260,4995
3018,175,99967,1453,3791
3019,372,100052,986,1738
3020,128,100109,2158,7343
3021,173,100083,1134,4978
3022,142,100036,863,1029
3023,157,100115,1476,2576
3024,143,100115,7318,7395
3025,146,100123,1495,1717
3026,344,100122,347,751
3027,143,100122,295,3611
3028,161,100121,352,603
3029,171,100054,612,625
3030,133,100117,1052,3939
3031,148,100102,531,670
3032,136,100082,991,1978
3033,130,100103,1337,3348
3034,136,100121,1747,3349
3035,142,100118,5190,5249
3036,134,100103,1224,2968
3037,133,100118,6539,8708
3038,334,100000,1449,1980
3039,142,100107,4585,8718
3040,177,100124,1210,1553
3041,144,100114,3530,3949
3042,149,100117,5162,5671
3043,203,100099,1228,1342
3044,127,100121,597,1873
3045,220,100076,16,907
3046,128,100099,2698,4206
3047,127,100124,450,5675
3048,130,100093,706,1734
3049,134,100120,405,4364
3050,166,100080,1991,2485
3051,180,100122,3638,4726
3052,141,100098,1869,1942
3053,126,100108,543,5620
3054,143,100116,784,3163
3055,195,100115,2258,2467
3056,156,100101,2389,2652
3057,140,100092,3367,4997
3058,128,100110,2649,4457
3059,127,99892,543,1406
3060,147,100124,5012,6677
3061,134,100043,1267,1284
3062,147,100121,3098,4868
3063,150,100119,6764,7910
3064,125,100099,5901,5969
3065,135,100104,6671,7364
3066,225,99958,89,369
3067,180,100122,3938,6589
3068,125,100123,4167,7010
3069,137,100123,2087,2386
3070,128,100103,1749,6716
3071,128,100102,2272,2473
3072,247,100064,975,989
3073,149,100109,1937,3019
3074,153,100098,3359,3704
3075,174,100117,1189,2381
3076,144,100124,933,4817
3077,161,100118,1769,2571
3078,463,100061,182,359
3079,132,100104,4789,5401
3080,147,99943,1548,2756
3081,128,100120,3257,3917
3082,135,100100,1144,1673
3083,152,99807,490,622
3084,180,100124,16,1344
3085,166,100123,1160,4583
3086,217,100095,185,1133
3087,154,100116,177,481
3088,245,99926,413,651
3089,152,100113,275,2297
3090,144,100084,2353,2965
3091,144,100124,4308,5173
3092,148,100119,514,9165
3093,143,100113,3285,6872
3094,175,99930,897,2196
3095,173,100110,3337,4352
3096,236,100027,893,894
3097,131,100118,3842,7176
3098,133,100091,6721,7107
3099,298,100083,186,211
3100,147,100116,987,1727
3101,138,100124,1421,3555
3102,149,100122,401,1287
3103,143,100121,2215,6078
3104,139,100120,1453,9647
3105,140,100102,831,1415
3106,130,100100,2810,2970
3107,134,100121,1999,2491
3108,157,100115,359,2762
3109,140,100120,308,4169
3110,129,100113,1459,8755
3111,128,100101,1044,3609
3112,127,100109,2092,6243
3113,161,100117,687,774
3114,133,100118,2888,2905
3115,134,100120,1618,5217
3116,165,100119,822,2920
3117,129,100121,1205,2403
3118,189,100087,633,821
3119,141,100101,5932,8101
3120,126,100093,5596,6819
3121,145,100116,3417,6612
3122,136,100119,4208,4721
3123,148,100112,2494,2535
3124,142,100103,1616,4183
3125,145,100120,358,8095
3126,138,100123,5095,5936
3127,130,100114,1845,4636
3128,138,99983,2693,3055
3129,169,100119,1914,3228
3130,130,100122,304,7502
3131,157,100078,4531,5217
3132,130,100122,291,5584
3133,267,99573,830,1012
3134,149,100094,933,1968
3135,217,100104,1,367
3136,141,100107,4784,6270
3137,163,100072,816,2517
3138,256,100071,371,730
3139,132,100114,722,6244
3140,126,100104,2909,6061
3141,140,100101,1704,3823
3142,137,100098,844,1451
3143,175,100095,335,520
3144,128,100076,5853,6611
3145,184,100118,1118,1534
3146,163,99815,656,1674
3147,168,100107,985,1825
3148,144,100122,994,1164
3149,131,100123,1723,4796
3150,210,100105,401,736
3151,137,100103,7625,7713
3152,147,100117,5411,7147
3153,147,100068,1863,2263
3154,204,100124,2548,3346
3155,130,100103,6994,8560
3156,131,100085,434,1167
3157,172,100083,889,1609
3158,146,100092,2915,4651
3159,304,100095,740,751
3160,131,100093,2263,2900
3161,292,100079,540,1942
3162,151,100112,474,6350
3163,130,100095,2856,3928
3164,141,100070,1035,1042
3165,129,100055,730,1733
3166,160,100123,1117,3371
3167,147,100110,3176,5800
3168,153,100122,4277,5347
3169,132,100071,1398,2273
3170,130,100118,2472,6143
3171,153,100092,758,1404
3172,148,100121,2184,3720
3173,146,100122,3916,6049
3174,129,100120,6637,8113
3175,156,100106,432,1914
3176,140,100093,3174,7452
3177,134,100081,139,1967
3178,151,100103,2335,2385
3179,191,100105,738,1326
3180,131,100092,4001,5080
3181,135,100102,4327,4511
3182,283,100104,1225,1281
3183,161,100112,726,6555
3184,134,100116,4974,8405
3185,126,100091,2345,4340
3186,284,100114,1689,1891
3187,145,100109,6245,6279
3188,130,100117,4167,4679
3189,128,100123,2413,4867
3190,129,100117,472,3156
3191,148,100093,5066,6372
3192,253,100074,746,1250
3193,191,100120,385,584
3194,125,100121,2849,3824
3195,338,99956,501,524
3196,139,100115,3529,10014
3197,130,100115,4354,6043
3198,127,100116,2329,5326
3199,156,100118,1295,1567
3200,143,100123,531,1966
3201,130,100111,4244,7043
3202,156,100112,951,1914
3203,164,100103,2337,2621
3204,146,100116,522,1465
3205,128,100083,330,4949
3206,126,100104,2883,9884
3207,135,100096,3546,3567
3208,140,100109,2739,3102
3209,348,100108,796,925
3210,152,100046,202,1411
3211,135,100117,370,7935
3212,165,100117,443,999
3213,171,100112,85,3019
3214,148,100102,1256,7111
3215,133,100047,2658,3117
3216,143,100098,7367,7450
3217,161,100112,2800,4280
3218,129,100111,2215,8852
3219,151,99982,545,935
3220,177,100112,2088,3084
3221,185,100120,1036,2349
3222,126,100098,1220,6736
